鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
楠梓區,房地(土地+建物),高雄市楠梓區楠梓路481~510號,96.19,住,,,1081216,土地1建物1車位0,全,四層,透天厝,見其它登記事項,鋼筋混凝土造,0950602,202.67,5,2,3,有,無,14900000,73519,,0.0,0,,RPWPMLOKJHPFFEE98CA
左營區,房地(土地+建物)+車位,高雄市左營區文天路151~180號,8.3,商,,,1081130,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850905,104.97,2,1,1,有,有,5250000,50014,坡道平面,0.0,1000000,含增建或未登記建物。,RPPQMLOKJHPFFEE38CA
楠梓區,房地(土地+建物),高雄市楠梓區朝明路116巷61~90號,7.26,住,,,1081213,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1060123,70.2,2,1,1,有,有,3520000,50142,,0.0,0,,RPSQMLOKJHPFFEE68CA
楠梓區,房地(土地+建物),高雄市楠梓區興西路121~150號,7.02,商,,,1081207,土地1建物1車位0,十二層,二十二層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070105,91.75999999999999,2,1,1,有,有,4300000,46861,,0.0,0,,RPOPMLPKJHPFFEE28CA
楠梓區,房地(土地+建物),高雄市楠梓區惠勇街151~180號,73.81,住,,,1081221,土地1建物1車位0,全,五層,透天厝,見其它登記事項,見其它登記事項,1080502,220.07,4,2,5,有,有,17100000,77703,,0.0,0,實品屋含裝潢家具.,RPVPMLPKJHPFFEE98CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區清豐路211~240號,17.78,商,,,1081218,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1060516,139.85,3,2,2,有,有,6580000,47050,坡道平面,15.34,0,,RPQOMLRKJHPFFEE58CA
楠梓區,土地,藍田中段301~330地號,504.28,住,,,1081230,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,45763000,90749,,0.0,0,,RPTOMLQKJHPFFEE78CA
楠梓區,房地(土地+建物),高雄市楠梓區德民路356巷36弄1~30號,24.18,住,,,1081209,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0701229,73.2,3,1,3,有,無,2800000,38251,,0.0,0,,RPUPMLQKJHPFFEE98CA
左營區,房地(土地+建物)+車位,高雄市左營區重文街1~30號,14.27,住,,,1081128,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1080430,102.66,2,2,1,有,有,6250000,60881,坡道機械,22.5,0,,RPTNMLKLJHPFFEE18CA
左營區,房地(土地+建物)+車位,高雄市左營區重文街31~60號,13.83,住,,,1081113,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1080430,99.33,2,2,1,有,有,6035000,60757,坡道機械,22.5,0,,RPUNMLKLJHPFFEE28CA
左營區,房地(土地+建物),高雄市左營區自由三路271~300號,10.61,住,,,1081121,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840729,82.62,2,2,1,有,有,3580000,43331,,0.0,0,,RPVPMLKLJHPFFEE58CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區旗楠路長安巷30弄1~30號,26.86,住,,,1081113,土地1建物1車位1,一層,十六層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0821115,185.9,3,2,2,有,有,5920000,31845,坡道機械,0.0,0,含增建或未登記建物。;,RPWPMLKLJHPFFEE68CA
左營區,房地(土地+建物),高雄市左營區榮德街1~30號,9.66,住,,,1081202,土地1建物1車位0,三層,二十二層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,0900409,128.49,3,2,2,有,有,5650000,43972,,0.0,0,,RPUNMLLLJHPFFEE38CA
左營區,房地(土地+建物)+車位,高雄市左營區大中二路721~750號,15.13,住,,,1081128,土地2建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870821,128.23,4,2,2,有,有,4180000,32598,坡道機械,0.0,0,,RPWOMLMLJHPFFEE78CA
左營區,房地(土地+建物)+車位,高雄市左營區文府路211~240號,35.12,住,,,1081127,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1040507,247.26999999999998,3,2,2,有,有,16900000,68346,坡道平面,0.0,0,,RPPQMLKMJHPFFEE18CA
左營區,房地(土地+建物)+車位,高雄市左營區新莊一路271~300號,13.23,住,,,1081212,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950505,124.39,3,2,2,有,有,7800000,62706,升降機械,7.47,0,,RPSNMLNJKHPFFEE28CA
左營區,房地(土地+建物)+車位,高雄市左營區民族一路1111~1140號,12.01,住,,,1081217,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960808,115.96000000000001,3,2,2,有,有,5800000,50017,坡道機械,6.04,0,,RPOOMLNJKHPFFEE97CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區榮新街151~180號,14.84,住,,,1081215,土地1建物1車位1,二層,九層,華廈(10層含以下有電梯),住家用,見使用執照,0900425,92.67,2,2,1,有,有,3980000,42948,坡道平面,0.0,0,,RPPOMLNJKHPFFEE08CA
左營區,房地(土地+建物),高雄市左營區重建路61~90號,6.92,商,,,1081220,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831028,86.37,2,1,2,有,有,3010000,34850,,0.0,0,,RPSNMLOJKHPFFEE38CA
左營區,房地(土地+建物),高雄市左營區立信路151~180號,5.57,住,,,1081221,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830528,32.53,1,1,1,有,有,1700000,52259,,0.0,0,,RPQOMLRJKHPFFEE58CA
岡山區,房地(土地+建物),高雄市岡山區岡山北路121~150號,64.54,住,,,1081210,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0680510,96.55,2,2,2,有,無,7300000,75608,,0.0,0,含增建或未登記建物。;,RPUNMLNKJHPFFFE58CA
梓官區,房地(土地+建物),高雄市梓官區大舍北路112巷8弄1~30號,90.17,,鄉村區,乙種建築用地,1081206,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1081018,148.64,4,2,3,有,無,11000000,74004,,0.0,0,,RPVNMLNKJHPFFFE68CA
梓官區,房地(土地+建物),高雄市梓官區大舍北路112巷8弄1~30號,92.3,,鄉村區,乙種建築用地,1081215,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1081018,148.64,4,2,3,有,無,10000000,67277,,0.0,0,,RPOOMLNKJHPFFFE08CA
梓官區,房地(土地+建物),高雄市梓官區大舍北路112巷8弄1~30號,90.17,,鄉村區,乙種建築用地,1081128,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1081018,148.64,4,2,3,有,無,10000000,67277,,0.0,0,,RPPOMLNKJHPFFFE18CA
彌陀區,土地,山頂段1141~1170地號,90.32,,鄉村區,乙種建築用地,1081230,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,800000,8857,,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;地上建物為買方所有。,RPQNMLOKJHPFFFE28CA
燕巢區,土地,瓊東段691~720地號,1834.98,,一般農業區,農牧用地,1081119,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5300000,2888,,0.0,0,,RPVNMLPKJHPFFFE88CA
梓官區,房地(土地+建物),高雄市梓官區梓官路481~510號,84.92,住,,,1081219,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0680124,135.98,4,2,2,有,無,4300000,31622,,0.0,0,,RPOOMLQKJHPFFFE38CA
燕巢區,房地(土地+建物),高雄市燕巢區寶頂一街31~60號,83.83,住,,,1081210,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0810924,154.56,5,2,3,有,無,5400000,34938,,0.0,0,,RPUNMLSKJHPFFFE09CA
橋頭區,土地,新莊段391~420地號,93.36,,鄉村區,乙種建築用地,1081211,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6075000,65071,,0.0,0,贈送地上未保存建物,RPPNMLTKJHPFFFE68CA
橋頭區,土地,新莊段391~420地號,94.56,,鄉村區,乙種建築用地,1081211,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6075000,64245,,0.0,0,贈送地上未保存建物,RPQNMLTKJHPFFFE78CA
燕巢區,土地,代天府段361~390地號,2535.39,其他,,,1081107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,44438000,17527,,0.0,0,含地上農作物,RPPNMLKMJHPFFFE97CA
燕巢區,土地,湖子內段31~60地號,2837.0,,山坡地保育區,農牧用地,1081114,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12750000,4494,,0.0,0,,RPPPMLKMJHPFFFE18CA
梓官區,房地(土地+建物),高雄市梓官區大舍北路112巷8弄1~30號,92.2,,鄉村區,乙種建築用地,1081221,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1081018,148.64,4,2,3,有,無,10000000,67277,,0.0,0,,RPRNMLNJKHPFFFE28CA
梓官區,房地(土地+建物),高雄市梓官區大舍北路112巷8弄1~30號,90.17,,鄉村區,乙種建築用地,1081208,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1081018,146.7,3,2,3,有,無,10000000,68166,,0.0,0,,RPSNMLNJKHPFFFE38CA
燕巢區,土地,瓊中段451~480地號,791.59,,一般農業區,農牧用地,1081227,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2000000,2527,,0.0,0,,RPSNMLQJKHPFFFE68CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區和德街31~60號,13.21,住,,,1081219,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,0991220,129.88,3,2,2,有,有,7550000,58131,坡道機械,10.35,0,含增建或未登記建物。;,RPOOMLNKJHPFFGE18CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區文中街241~270號,19.59,住,,,1081219,土地2建物2車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880525,177.46,4,2,2,有,有,7700000,43390,坡道平面,21.08,0,,RPWOMLNKJHPFFGE98CA
大樹區,房地(土地+建物),高雄市大樹區中興北路151~180號,27.61,住,,,1081129,土地3建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830421,137.19,3,2,2,有,無,2100000,15307,,0.0,0,,RPXOMLNKJHPFFGE09CA
大樹區,土地,姑山段631~660地號,84.39,,鄉村區,乙種建築用地,1090107,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,638175,7562,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPWNMLOKJHPFFGE98CA
鳳山區,房地(土地+建物),高雄市鳳山區瑞興路181~210號,11.09,住,,,1081228,土地2建物1車位0,八層,十層,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,1080408,79.34,2,1,1,有,有,5200000,65541,,0.0,0,,RPOOMLOKJHPFFGE28CA
鳳山區,房地(土地+建物),高雄市鳳山區鳳東路511~540號,4.28,住,,,1090105,土地1建物1車位0,七層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840927,21.04,0,0,0,無,無,750000,35646,,0.0,0,,RPOQMLPKJHPFFGE58CA
鳳山區,房地(土地+建物),高雄市鳳山區南華路151~180號,9.52,商,,,1081224,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820412,121.74000000000001,3,2,2,有,有,3550000,29161,,0.0,0,有裝潢,RPQNMLQKJHPFFGE58CA
鳳山區,房地(土地+建物),高雄市鳳山區中崙二路577巷1~30號,39.52,住,,,1081218,土地2建物4車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850124,212.10000000000002,3,2,2,有,有,3900000,18388,,0.0,0,,RPPOMLQKJHPFFGE58CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區永安街91~120號,26.86,住,,,1081127,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0880220,176.45,4,2,2,有,有,6380000,36158,坡道平面,0.0,0,,RPQRMLLLJHPFFGE58CA
鳳山區,房地(土地+建物),高雄市鳳山區海洋二路31~60號,79.0,住,,,1081120,土地2建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0670526,175.38,5,3,3,有,無,15300000,87239,,0.0,0,,RPSOMLMLJHPFFGE58CA
鳳山區,房地(土地+建物),高雄市鳳山區五甲二路451巷5弄1~30號,49.35,住,,,1081218,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0780624,167.76000000000002,4,2,3,有,無,4500000,26824,,0.0,0,,RPOPMLKMJHPFFGE18CA
鳳山區,房地(土地+建物),高雄市鳳山區新樂街1~30號,19.24,住,,,1081204,土地1建物1車位0,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870606,113.25,3,2,2,有,有,2940000,25960,,0.0,0,,RPWOMLNJKHPFFGE98CA
鳳山區,房地(土地+建物),高雄市鳳山區過雄街61~90號,19.67,住,,,1081218,土地2建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820729,121.57,3,2,2,有,有,3300000,27145,,0.0,0,,RPQNMLOJKHPFFGE38CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區武營路52巷91~120號,25.06,住,,,1081228,土地2建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870301,147.79,3,2,2,有,有,4900000,33155,坡道平面,35.99,0,,RPRNMLOJKHPFFGE48CA
鳳山區,房地(土地+建物),高雄市鳳山區新康街181~210號,19.25,住,,,1080306,土地1建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,0820622,121.47,4,2,2,有,有,5100000,41986,,0.0,0,,RPOOMLPJKHPFFGE38CA
鳳山區,房地(土地+建物),高雄市鳳山區保安一街31巷1~30號,94.35,住,,,1081212,土地2建物1車位0,全,四層,透天厝,見其他登記事項,見其他登記事項,0930406,230.69,5,2,3,有,無,12700000,55052,,0.0,0,含增建或未登記建物。;,RPXOMLPJKHPFFGE66CA
鳳山區,房地(土地+建物),高雄市鳳山區建國路三段541~570號,12.12,住,,,1081222,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,0980330,144.99,4,2,2,有,有,7300000,50348,,0.0,0,,RPOOMLQJKHPFFGE48CA
鳳山區,土地,牛潮埔段301~330地號,0.1,住,,,1081223,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5671,0,,0.0,0,,RPUNMLRJKHPFFGE09CA
鳳山區,房地(土地+建物),高雄市鳳山區文勇街61~90號,11.86,住,,,1090106,土地1建物1車位0,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850105,68.6,3,2,2,有,有,2660000,38776,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLTJKHPFFGE78CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區濱山街31~60號,23.56,住,,,1081122,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0921120,159.46,4,2,2,有,有,5500000,34491,坡道平面,20.21,0,親友、員工或其他特殊關係間之交易。;,RPQNMLMKKHPFFGE28CA
仁武區,房地(土地+建物),高雄市仁武區永菱街116巷1~30號,89.11,住,,,1081218,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1080726,183.72,4,2,4,有,無,11800000,64228,,0.0,0,,RPVNMLNKJHPFFIE98CA
仁武區,房地(土地+建物),高雄市仁武區永菱街116巷1~30號,89.11,住,,,1081206,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1080726,183.72,4,2,4,有,無,11160000,60745,,0.0,0,,RPWNMLNKJHPFFIE09CA
仁武區,土地,仁春段601~630地號,1.0,商,,,1081226,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,84700,0,,0.0,0,向政府機關承購之案件。;,RPPNMLPKJHPFFIE58CA
大社區,土地,保甲段1141~1170地號,195.45,住,,,1081128,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9045360,46280,,0.0,0,,RPXNMLPKJHPFFIE76CA
仁武區,土地,灣北段691~720地號,56.0,住,,,1081215,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2240160,40003,,0.0,0,,RPTOMLPKJHPFFIE09CA
仁武區,土地,永和段301~330地號,269.35,住,,,1081128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10021839,37207,,0.0,0,,RPQOMLRKJHPFFIE98CA
鳥松區,土地,埔嶺段1~30地號,375.58,,一般農業區,農牧用地,1081202,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3750000,9985,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVOMLQKJHPFFIE76CA
仁武區,土地,烏林段61~90地號,3305.01,,一般農業區,農牧用地,1081227,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13080528,3958,,0.0,0,雙方合意解除契約,RPQNMLTKJHPFFIE09CA
大社區,房地(土地+建物),高雄市大社區三民路234巷1~30號,114.89,住,,,1081214,土地3建物1車位0,全,四層,透天厝,見其他登記事項,見其他登記事項,1060824,307.53,5,2,4,有,無,13000000,42272,,0.0,0,,RPXNMLLLJHPFFIE09CA
鳥松區,房地(土地+建物),高雄市鳥松區濱湖路301~330號,36.64,住,,,1081222,土地1建物1車位0,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870219,139.36,3,2,2,有,有,5450000,39107,,0.0,0,,RPWOMLNJKHPFFIE56CA
茄萣區,土地,雙萣段511~540地號,49.52,住,,,1081221,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1360000,27464,,0.0,0,含增建或未登記建物。;,RPQNMLNKJHPFFJE58CA
茄萣區,房地(土地+建物),高雄市茄萣區尚義街91~120號,91.0,住,,,1090101,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1080626,169.37,4,1,3,有,無,6660000,39322,,0.0,0,含增建或未登記建物。;,RPTNMLOKJHPFFJE98CA
阿蓮區,土地,石案潭段1021~1050地號,1182.5,,特定農業區,農牧用地,1081224,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4267050,3608,,0.0,0,,RPOOMLOKJHPFFJE58CA
湖內區,土地,圍子內段二小段1471~1500地號,137.5,,鄉村區,乙種建築用地,1081109,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1500000,10909,,0.0,0,,RPPNMLPKJHPFFJE68CA
仁武區,房地(土地+建物),高雄市仁武區中華路391~420號,150.0,住,,,1081118,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1031209,297.41,5,2,4,有,無,24000000,80697,,0.0,0,,RPPNMLRJKHPFFIE78CA
湖內區,土地,寧靖段511~540地號,148.05,住,,,1081212,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2457843,16601,,0.0,0,,RPTNMLNJKHPFFJE88CA
路竹區,土地,樹人段451~480地號,611.78,,一般農業區,農牧用地,1081211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1835340,3000,,0.0,0,,RPPNMLLKKHPFFJE38CA
美濃區,房地(土地+建物),高雄市美濃區成功路265巷151~180號,88.7,住,,,1081127,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0830817,150.76,5,2,3,有,無,3600000,23879,,0.0,0,,RPXNMLNKJHPFFKE76CA
六龜區,土地,荖濃段151~180地號,783.0,,山坡地保育區,農牧用地,1081226,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,980000,1252,,0.0,0,,RPRNMLKMJHPFFKE68CA
林園區,房地(土地+建物),高雄市林園區工業一路224巷3弄1~30號,78.03,住,,,1081231,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0830125,206.52,5,2,3,有,無,2760000,13364,,0.0,0,含增建或未登記建物。;,RPVNMLNKJHPFFLE66CA
大寮區,房地(土地+建物),高雄市大寮區建國街1~30號,87.0,住,,,1081128,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1080703,199.14,5,1,5,有,無,12250000,61515,,0.0,0,,RPPNMLOKJHPFFLE78CA
大寮區,土地,中庄北段361~390地號,99.65,其他,,,1090102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,747392,7500,,0.0,0,包含公共設施保留地之交易。;,RPPNMLPKJHPFFLE88CA
